ID,Yield
ID_030L0XB0GEPB,221.7
ID_YECW50OR7NEH,221.6
ID_5W7NWNYH7DA2,227.2
ID_I2AKJ4TGA3JS,277.1
ID_LMSXY4W2OCHC,268.8
ID_W1EWJ1KHVFWL,327.0
ID_3ABZTY079K5J,540.3
ID_4PEE9P8ISN4T,529.6
ID_DZD2PTXBQ36C,143.7
ID_VRDCKGL60J4S,522.1
ID_W300Q133BITD,236.2
ID_BGPCJWWGLRAD,660.0
ID_2VD5AHGUA8FZ,180.9
ID_N2YHCFW8BCW1,199.6
ID_KD26RV3Q4Z8G,351.0
ID_B4L9RE7NMY7S,470.9
ID_BN9X6GP81HB7,412.6
ID_Y6GNK64VJEAR,241.3
ID_PE586K2WC823,359.3
ID_WL15S18OVHW9,598.4
ID_5R6L97XFBM4P,271.1
ID_55YCU1CHAZYU,528.9
ID_WNGH3FP6KNWH,486.6
ID_9JR09YWTJIPX,432.1
ID_870NP4IDB2WF,209.3
ID_X6ZCELIES4N3,454.6
ID_S0Z4WELW3RKE,527.2
ID_I1M86V2XW3NU,271.2
ID_PR25E8LGMX5C,315.3
ID_5RGXU5KZER2O,515.1
ID_N3OWXZ0A4PQ2,319.6
ID_BUYPSV8J9VX4,494.9
ID_ZLJBGWFNKT3F,327.0
ID_E3U792EGWSOZ,200.4
ID_KQE4T2DIGF73,184.9
ID_FIOW6R8A6TD9,700.4
ID_6NHV395NXUMO,517.0
ID_DLLQTLGA5BZ7,204.9
ID_12090DS3ONFO,301.5
ID_84WRYZXSNB5W,240.2
ID_5IHINMMQ33HN,488.7
ID_Q3TSBO3V5MV0,465.0
ID_ADC7FBDIRB67,273.5
ID_YFVLB2MLINSA,324.9
ID_0M2B2IU08JHG,310.4
ID_V9K16K3JJ64W,143.3
ID_T0APDRNZ2PUP,590.7
ID_UD6Y4DW52N30,281.8
ID_CPN4N1LLQUYZ,217.2
ID_NBZ50NSHWKX4,303.2
ID_JOBTZIGNUJYW,143.4
ID_QIXJYAUTNLGR,305.5
ID_AX9K1UFBM90G,160.1
ID_FDDURNIJQYRF,287.0
ID_LVNQ4RR7Z5M9,343.9
ID_UYQMXTUWGEX3,211.7
ID_GXYT79NRDUCC,322.9
ID_9GC9RL0156TI,342.4
ID_65R1QHRZPXV4,247.0
ID_61D172EINVHM,268.1
ID_YTRIQ7CPL06G,262.0
ID_SWBH0D832EJH,306.6
ID_JI6G3OYFQJKY,285.3
ID_D2P1PLCDCW6C,534.1
ID_4HZATY2UQP7J,439.8
ID_I13HAXROQ8ZI,369.2
ID_EBWZ4DITBMRT,547.0
ID_46V1XAD0HNM4,236.1
ID_7F0Y5BH75MA1,262.0
ID_8KDNAENIPD6O,224.2
ID_31557CM50TT0,138.1
ID_1H73ZV2DGAJS,272.0
ID_MQBQ7Y3DAME9,264.7
ID_FABZ5F40A430,503.9
ID_ARH65MSJKMXQ,223.1
ID_NZAYF5EC84XF,500.7
ID_8KTFQU943U8U,291.7
ID_HOOPMK98RDVW,319.1
ID_6NKRHFXDAL2W,208.2
ID_3Y0E2QZSY8BE,240.4
ID_7RBTQWOKF593,218.4
ID_G32EHA5H8KCH,343.3
ID_FP8GAONCAYON,235.6
ID_Q1YRG5JLSL51,498.2
ID_LUEHBMKN3WSS,277.5
ID_8CR2PDGM6RTS,504.8
ID_UISG39MBLWG7,380.0
ID_ZFX52PINM9TI,236.6
ID_AV8EYUEUUBVA,239.4
ID_LDK0UP6ZOTQS,472.7
ID_Y71AZZAYF00N,247.4
ID_IAA19P3EN9DF,212.3
ID_M8ZJ8397H56M,483.0
ID_2LVL6QWBY48W,484.3
ID_66A871THV43V,267.7
ID_K9CFTOS3JA2N,295.6
ID_SN7U1P14V2N3,323.5
ID_68RW49FF7NF2,235.0
ID_1BYE6Z8W58NR,258.3
ID_DGIYN4VXFWW3,295.3
ID_I13X0T9TWG4N,350.8
ID_7HE2NP9ZDI7E,260.8
ID_PKX1BWJLKKF1,243.0
ID_FGCBRPH417HI,174.7
ID_XZHCQ2UL7EQB,471.7
ID_3F60G7BTKL3E,311.9
ID_X8UKDAZNQLE5,240.1
ID_WF21DZJQ0MEZ,274.2
ID_2JORBK01S76Z,286.6
ID_N40FQ79VCRBZ,444.7
ID_GTLFKV861ATM,258.6
ID_27Y0YW3K0RMP,317.0
ID_WV5M56G6J46P,349.8
ID_2A6AX6F5M2R3,126.4
ID_O1WA343Z0Y3Q,367.3
ID_5RO8TLZHVZ4U,202.0
ID_WNL0HEE8FNAX,507.4
ID_KRAHFXWUE34U,282.3
ID_B0BZ87T7Z4G1,337.6
ID_EF8RZ2A57MOF,223.4
ID_CKZAYHVYDNOH,259.0
ID_24T2915PUUBL,344.4
ID_9N44D14F4Z9S,521.4
ID_4QI2PK16L4W8,248.6
ID_5GSE1ZV2KZ36,237.1
ID_30MYYJ3CGU71,229.2
ID_R0ZZ2K2C4IFQ,206.0
ID_SRSO7ZIVRHMS,346.9
ID_ADMXQ913LY99,213.1
ID_PS7YQR14G3Y3,432.1
ID_MZEO9V8999MJ,544.4
ID_LUGALDGQDU2C,256.9
ID_6E0LFWNRDDBC,258.9
ID_BH392O5O9YIJ,208.7
ID_VP4R17PGR7PT,480.2
ID_Z584MTBFZM57,166.5
ID_FMP63TJMIYD2,203.3
ID_0VVXHZNBFV7K,244.2
ID_R3G02LS8GNA9,287.1
ID_Y3HXNR6C9VPN,280.4
ID_P2EI5WTDARVB,286.3
ID_J81U1U9GRXMM,229.9
ID_RUJ2JWO1H36Q,345.0
ID_D7KZIKGDA5TC,304.9
ID_IXZVPO7I6GFT,225.3
ID_DYEIPGE8LAWB,707.9
ID_YFXPGWLIF1JG,317.4
ID_M06RJHKBWY49,319.9
ID_9AQXDJAJZEKV,313.9
ID_W8K9BX9LC95X,539.9
ID_QI5ZUDAWIO6B,265.3
ID_UAUMCZMYYG50,506.9
ID_MB0FWEMQZIS3,277.0
ID_I3VLDTUXI8OU,438.7
ID_FL43EATDHM0N,233.8
ID_F8IKOUJWBLAS,241.5
ID_MY6O19NPIVK6,487.3
ID_XIRL5AT0PRFF,303.4
ID_V770RBDE6Q4Y,329.8
ID_0PZHH6TLV3CA,197.3
ID_VWY9TZXSBA2I,431.6
ID_0IMHIJVZNH4F,321.6
ID_J9R0XLLUEYV5,317.5
ID_SXO3TLUQS06B,264.0
ID_IIFWSOZJ87T8,224.0
ID_003IQ6P16IU6,332.6
ID_8A4XDDFF9KES,334.9
ID_ZADQ4EOPXZ5X,251.6
ID_T3BJIT95VAK6,484.0
ID_9JBVPAY5SWE5,216.7
ID_H69MYTOAOWGW,741.1
ID_KX131MVNIQYK,343.3
ID_9TBIA2TY51SN,236.2
ID_LSJ9Z973V7HY,170.8
ID_1V7154B52Q1R,465.7
ID_61T1B66LGY96,465.4
ID_6OMUQ7RGG9PB,214.0
ID_UOP0YIGOD0C9,499.8
ID_FUEPC3I8AGM6,235.1
ID_9DZ2XHHCILE0,227.7
ID_K31RQKN5YZGQ,158.9
ID_5ONQKXWCPAYW,255.7
ID_WTFWWIHRP8QJ,146.2
ID_1DB4QAC6FY9E,205.2
ID_JTN33DQWNP8S,262.8
ID_URGC9CNXA7X5,265.0
ID_TLCVMIUVHIDA,270.9
ID_TUK3UTUY685M,223.9
ID_C3CXY15NEROI,289.3
ID_HLKXLS0FWIO3,229.8
ID_3KYOCLW494ZU,334.9
ID_ANAMG2154VTI,516.1
ID_RZYTYJZGW8V1,318.2
ID_U0TE2JB46YOT,722.7
ID_033YEZI2YTMN,233.9
ID_M5MUL0OYJ521,269.8
ID_GLNNBNCO2ZJT,249.8
ID_5D0G39C74311,131.1
ID_76NPV6TK8935,379.1
ID_ZBDU7B15DZ06,520.0
ID_7ZY916L3IR3J,254.3
ID_NT49YSFTD1RL,269.1
ID_JO5LMUSPDOE5,322.9
ID_20WSYTHON01Q,175.1
ID_29VL60799V4G,315.9
ID_LWOVH2BGMAXM,423.0
ID_U40UK9R0U769,509.0
ID_GLMWDVQ0ZBSS,282.2
ID_H9WPOE6GENMJ,281.6
ID_D777FHIP8F1R,506.5
ID_UE7JO485SVK6,207.3
ID_KMUR984JCI6C,202.4
ID_5UB63IBXG3O1,256.7
ID_IP1S04YTUGT1,540.0
ID_UJAKLBHMJ3YD,314.1
ID_W4V2VRY6V3ZG,227.3
ID_UPWIMZ9NKMFX,316.6
ID_TVYVXPBGSFUC,219.2
ID_8WEKEFRVWLHJ,289.3
ID_9RLCRH7Q0PXK,228.7
ID_02G01CVY8X2H,234.1
ID_KE5BLNSCOGKB,462.2
ID_9JNMULI0HP0P,344.4
ID_B8OSQ43TMBSR,302.3
ID_PZWWJKYN923K,501.8
ID_834BS53CZ6LC,329.6
ID_5BMWFG250JV4,444.7
ID_LM22RNI83BJM,317.2
ID_JQS59EY819HO,197.2
ID_E43X5ED6NLU1,302.8
ID_8UZSHKU5UT2V,520.3
ID_DJ50AHYEIPZ0,510.7
ID_R4NIIOESVN7T,301.0
ID_YKL207W57L0U,249.8
ID_12P6RU298F9N,242.5
ID_IZ6WTP5Z17WN,640.6
ID_NZMFMBIC4FNF,246.4
ID_JLTDB0VTB0E7,234.0
ID_17SQTC2HLKAE,248.9
ID_I1X7CIDBKXZQ,271.4
ID_PSSACU4V0O6O,305.5
ID_V4HUIJ6F76SW,244.4
ID_8COHYHKML3JP,307.7
ID_JN4AX2B2C50G,207.3
ID_TMJ0OO9Q2WOJ,712.0
ID_C95LNL1M8H2N,320.3
ID_RVPLXJ5UWB6O,198.8
ID_TV9CCKV6IGN5,506.0
ID_K19V3I8YE12K,210.9
ID_KGXUKFH4Y7YO,304.3
ID_WJSH3NU9GIQB,199.2
ID_EQZ7H1WA78OS,210.8
ID_1MKAKRVW5T92,273.8
ID_PZFWOHDEYNGN,415.0
ID_725LTZ95U1E1,481.2
ID_THK0MEQMKDUT,503.2
ID_RTQ01NMMKXYA,314.4
ID_8B19FL2AJ194,206.4
ID_D6RNJ17OIWWY,540.3
ID_HUGK2Y59U7KJ,515.2
ID_KWIMK8AMZF5A,539.8
ID_UURMSVZDKKSF,507.2
ID_2R9G9PQSADOM,288.1
ID_BI9UDH99U450,226.0
ID_7ODW5MXTDNCG,310.0
ID_HWJ9WKS3IB5J,342.0
ID_JGO7PWMYOMUB,298.4
ID_MCQSOIZ5BXGC,127.4
ID_J0X3K8DOSPYN,337.6
ID_VGQJ4WYJJBAT,244.2
ID_FHRVJDWVEWZK,313.5
ID_YFDZZ7FAT8H7,293.7
ID_ZW6ZATUAC5CC,433.5
ID_W0BWKL5E7PYH,668.5
ID_9DJGFL3PX533,253.9
ID_NYXDVDMQO20V,464.1
ID_J9R96PPZPO32,480.2
ID_03SHDKQD95XF,235.2
ID_9UYFG0NC9QTM,284.2
ID_PR26C0RSQ89H,318.4
ID_KOOC7HGDZA0H,482.8
ID_218WMH65G8WU,289.3
ID_PRAU2EMQM87U,298.8
ID_D6ZOJRHT0A7H,262.5
ID_CITJ0RJ9ZAOC,491.9
ID_TP5RXW7QXP2O,505.6
ID_AZNDXJTYSGDF,233.7
ID_78WJNL0RRA6U,536.9
ID_TM6VWF7REIS6,527.4
ID_X3TVNO4XNHN5,507.2
ID_3TDSR1D7HQ8T,381.2
ID_82ZSQZQGLY1Y,257.1
ID_8OKP01595X94,228.7
ID_2OKINRRT0XL1,569.4
ID_DA98EJU0NT76,309.4
ID_V17R17KYCDG3,295.4
ID_OM42UEJQR618,228.6
ID_646D2KBLNLC2,218.7
ID_9RU7QWS0WIDP,491.1
ID_PFFCHUW5O67L,330.5
ID_ZSV9TC0UW5CK,236.1
ID_MSYLCULH22KD,338.1
ID_6ZA9ROTCTCTY,219.0
ID_L0J7MCL12NR4,225.0
ID_SCDUXWEDL6C6,480.4
ID_7QHVYN5YJYAP,237.2
ID_AUT5E4W1IF34,521.8
ID_7JO0TQWT9W8K,248.8
ID_3UUBOUNG1CH8,220.0
ID_4Z5JFK9VF762,239.4
ID_3Z9LB1PGHP96,480.5
ID_D0X7IDGN74GR,241.3
ID_BBY6G4GET31C,649.4
ID_PT5LBK4XRS89,273.0
ID_Z6A67N4N3KEJ,222.0
ID_Y6D7U7R1ULMA,243.8
ID_WQOUU960NDO4,272.1
ID_XC7PSRE6WWFP,227.1
ID_VF7NABSVT35U,372.6
ID_25MZL6HIS26M,533.8
ID_D86BC6U7FA2J,322.1
ID_F4KMTFROJWL2,261.9
ID_QK4YHF5UETBQ,280.0
ID_XPAHSEI49TYN,596.7
ID_69F6K475WX7V,188.8
ID_9WS9F7Z1CE3M,223.6
ID_XJC8VVXC9TBX,281.8
ID_CD5QDTLLZUPT,257.4
ID_O80J4RH6LVDS,464.6
ID_KWSKN3HTLPK2,142.9
ID_5SKHT6NDFHJR,216.5
ID_KPQYKBZGK6Q4,277.2
ID_866ACQHJ1632,270.7
ID_WX844ME5IT0M,394.7
ID_AWNJ1KEP1QK1,705.3
ID_16ZJ7XNWB9ES,442.2
ID_2NKYXQYFQQRX,281.8
ID_DDQYDSPF4BXY,304.0
ID_1KBQ8Z8QZOL3,397.1
ID_GJO67I9XF6AK,322.3
ID_PCOF5INSVXM2,271.2
ID_W5GMROHJ01RZ,244.2
ID_WD6GCHMOFFZK,201.6
ID_GF3NQ1FP4MXO,481.6
ID_FBQI3IPLIAAZ,276.1
ID_BKRCXGDJI2ZU,319.9
ID_WC5O6CA49JCT,218.2
ID_TC771F4NXFD3,269.6
ID_HQAI0KUSI7FX,473.1
ID_E22MKA5X1C38,261.8
ID_P4TXP8UNLQ5F,198.6
ID_7VFK2TR4EHCU,321.2
ID_XIMWJDO2J9S2,274.2
ID_1SFZQ86IVMCZ,278.6
ID_XNSVNT862EIR,476.2
ID_KEULJBL0QMMA,368.1
ID_GEAJ29CHENIM,236.7
ID_XDHNQQ1BMP4K,220.1
ID_ZG8Y74HTDSKI,138.1
ID_VUYOGM0KIABM,701.7
ID_U4XH4UTLQ5EO,258.6
ID_M1TT1PZJYQX3,263.2
ID_DO1SCI0NAS39,292.7
ID_PP2CV6NRSO3K,260.4
ID_6F4A688829M0,525.5
ID_67C7XJW5Z9AP,296.2
ID_G9GXUSA0IV0D,173.3
ID_0G0WQUKBXG47,259.6
ID_6EWF22XJX21H,423.9
ID_UIL7S6F6IKE8,309.6
ID_O55OOUDQOKBE,720.8
ID_OKZW0FT04KAU,210.4
ID_5QCE458KP8MH,257.1
ID_K1MX59GNDLA3,455.6
ID_XEAANBI4M6MP,498.9
ID_7K7V374NL5QU,200.9
ID_Q73O4J7PYNLD,467.5
ID_8X79S7L9FWUS,274.7
ID_M97TRZBEVI0V,263.9
ID_U9TU5QRVSIKV,393.1
ID_PQPZ0AVV5HTH,487.1
ID_1L6LU32N1HFC,274.2
ID_UBZ21YSSVE0A,398.2
ID_TFXFZIX00RA7,509.3
ID_32CMCT5XS364,279.7
ID_E95XC4DYH26Y,378.6
ID_S8ENYM45UWSC,543.1
ID_PU514SH6TUVR,179.4
ID_RVEWUGCXQCNS,306.9
ID_BG6I25RU4JV3,280.1
ID_RNDBVA4NU0LW,281.8
ID_H1GVVG7EF7WE,220.6
ID_4VG5G0IN38WK,141.7
ID_LI1DHO8DO7WH,199.0
ID_K9IUCGCTABHD,278.3
ID_COWCI2PI2LF9,237.4
ID_0QE8PUWQKHFZ,277.5
ID_MT3EUT7AX265,278.3
ID_T69R1A784TNY,522.4
ID_N4FRZ8SPSN61,247.5
ID_DFIMHTLXA82W,456.4
ID_BI4VNVU7JAXF,549.0
ID_6C9EUI1CKTQY,573.6
ID_V7R0PZU27LD7,271.5
ID_NXHSZUCHTMO8,462.5
ID_PSSPKF9A2USI,481.2
ID_M9XZ0NNGCXJE,167.5
ID_3BJCEQIRMQTP,308.5
ID_EWS2TOD7IJZI,577.4
ID_4N61JMVTUKQ5,250.0
ID_B5NBU4COPYXW,329.1
ID_ZS7CIFJ5G37Q,682.4
ID_X4E6NMBKJLQT,331.3
ID_1OH68E5CL3NC,498.1
ID_DNSUBE5MRZR8,611.0
ID_GHVXO83MCL6I,271.6
ID_CQ0FBB1L5EY3,297.5
ID_9PEPYSUTV8XP,494.9
ID_CH40371WNU45,304.2
ID_KREBTUJY9PUQ,306.9
ID_AH2DHFW5Y7VZ,308.2
ID_O2YSLD8B37UI,258.2
ID_CGJLQRDMQGPI,250.4
ID_ZIH4810LD2X4,324.5
ID_1GUQ67PJHO6G,269.1
ID_YO7NKY9DFON2,539.7
ID_H8DG3XXT4R3S,348.5
ID_FD43UJOLYMFB,254.3
ID_BQ8JTW0GEMB4,330.5
ID_RA7TSCPF1HBL,253.0
ID_HMSUJ88077KV,256.1
ID_2K6CE567GZ7D,286.8
ID_J0UYQQWYJDJ3,644.6
ID_42YO171TPVHZ,528.0
ID_KMFDQQYDBS4X,316.7
ID_EKKF7GLOX3SD,342.3
ID_NA6TYX9PY21I,330.8
ID_PA459A9AES6D,744.7
ID_ZHJ35MUIKDGT,342.5
ID_2KS148FT28VY,476.7
ID_ZP3Y1EOLD1XT,272.9
ID_M202WZ18JHLM,283.2
ID_O3CUG423MY9H,639.7
ID_JK4O5BTLDHTX,236.5
ID_69E0GNTDT1LF,564.0
ID_RN3RLK50ETXN,343.0
ID_PJ3QBFDFCBUV,222.0
ID_WRU2ZQEZZA2A,635.6
ID_261VC80CL904,174.7
ID_3PR5200O44QG,523.5
ID_V315713I7M9M,292.9
ID_WCBVJ74XU15K,275.0
ID_ZXT4WUZLCMVH,279.3
ID_GDU9BX84VUVE,601.8
ID_5JB3YMBM4T6O,251.2
ID_KBAPVR46VC22,448.5
ID_4IXICKTIPPLU,308.5
ID_AM94QK241VPE,529.0
ID_W12HOWGGSMS8,219.5
ID_Q1G32KADTS51,205.2
ID_V3JIA4P4668B,642.0
ID_Y86K83ZPC3T4,233.7
ID_K6M588093ONJ,262.9
ID_8QKXNKEAI8U8,138.1
ID_X7PUGW9NI1FI,278.0
ID_VTIQSDY0X1FD,211.8
ID_4VC1K7FA4J17,261.1
ID_3GCDF7RV12BF,345.3
ID_PSLVQKNWEZ0N,237.6
ID_IGCX54TFOFX9,230.5
ID_1SZ0EPKMQJ3L,258.9
ID_RRLAI5EB891O,504.8
ID_ATRY9VIAPNBP,238.1
ID_5LIP4CV5CHJ0,312.8
ID_ONHO680NIUHR,261.9
ID_VTRB9ZYY4VI0,442.4
ID_JAE3UP8KOYFO,264.9
ID_I02Z7U56HMOO,422.9
ID_RFXD3G5UO06W,545.4
ID_1SQXKIK51IGW,263.3
ID_T5UXJ5RC7PUZ,270.3
ID_JM7G4MGZXPA4,312.8
ID_6FF2BX4HPOG7,235.7
ID_8UTWWHXEL9R5,324.5
ID_3YJH7Z2OWJED,335.0
ID_4BVYTNKO9YLK,540.5
ID_KNDRB17VJJHN,188.3
ID_PL3IRYM11FGQ,308.5
ID_33QXHWS7FFUE,331.9
ID_2J04B9UGSZMQ,471.9
ID_ZJV6QMH0E1S2,489.3
ID_3SY7ARGY3QVX,579.8
ID_KIAVLFCA0QAB,210.2
ID_Q4EJVPZEZXGI,327.6
ID_65605390LAS9,470.3
ID_Y104K9OC8UGE,311.6
ID_3K6WOEPF2FP8,476.4
ID_LS72BPM71SR7,294.4
ID_Y7TIOX2MBVN1,188.8
ID_JM80BY34TODO,407.9
ID_2WAZFPTIJ1OA,246.8
ID_T9YY5C8C1CBO,456.9
ID_UPRSY14003PO,299.9
ID_7XOLQOXF8MQB,249.9
ID_I32E35Q5PL6J,315.7
ID_22FO3O040DBN,330.5
ID_2UXKSAJOCCUC,292.0
ID_5GUT0JCPY47C,314.2
ID_LID7SSDMXCW6,161.1
ID_WCWCOJH95NFM,256.7
ID_4DWQ8EGOZF76,232.1
ID_SJE53PFBNDY4,343.2
ID_MUP7H5EUQUYW,453.6
ID_2G8S8FICGX1F,524.9
ID_T6X2E4LGICKT,271.5
ID_2NBITHH2CMR2,321.7
ID_IXO2IO18FTPN,448.3
ID_35RBHZZG2K9S,340.8
ID_5X3KT9OXDOCL,451.9
ID_EXX5T31QH9U4,331.2
ID_LSZRIL56T47Z,448.3
ID_5ALLBTPE63BZ,344.4
ID_ZRT3VO9XJTOJ,315.4
ID_IVZNV00VK1WF,144.7
ID_STJDVR9FV5ZK,491.9
ID_MUL2I0PV3WXF,308.4
ID_350HG62PKSV9,240.6
ID_CFU1OS0WRIF1,280.3
ID_E2X9RKRER7VN,260.1
ID_FAXPVHA3GBDX,499.0
ID_U20QSSM0WQCL,378.1
ID_8STN6IQK6GRH,222.0
ID_RRV0JV74KLEG,441.7
ID_SV90TJDKZDBO,542.2
ID_VG3DNKAC70DB,270.5
ID_N6VEVLWM0JUZ,548.6
ID_R6EAOP7SKH4P,468.9
ID_WY1E27L1SF3F,329.8
ID_S6Y3EIMQPINY,284.7
ID_C6FGW58XYOOC,240.5
ID_66ZQIE06VO23,387.0
ID_OQGZLQDASMAM,161.6
ID_O0VXS8F7E71M,196.8
ID_RYWO2W04NGOQ,456.8
ID_UQJV4MFOR1M5,295.5
ID_4RF26BVNXYCE,449.3
ID_97BLKV6Q0HEL,768.1
ID_UBBEFJS5I0QH,215.0
ID_1O85NFRVJWEG,348.0
ID_IMHZWDBK0ADL,206.4
ID_YP71ZG5HZP4L,345.3
ID_EQYXNVKPIZ8S,220.9
ID_IUMZ7HN2JIIN,322.2
ID_TEYADZ461KBT,468.7
ID_WBKUDZP701N9,288.2
ID_QREVEZ4H807A,342.2
ID_1FI6VLAJHF5I,489.5
ID_AGYQKZWO32LL,276.6
ID_2AWB54BA84ZT,302.9
ID_HT3K0J78M9RG,272.2
ID_1Y0O3Y0QYTJS,313.8
ID_ZKH62QGNMI1V,183.0
ID_BJVKX6P2LOVK,273.7
ID_RJG2AH2AUIN8,203.9
ID_C1YRVYTDHBCI,256.6
ID_1TJKPVFP9B3X,205.8
ID_ENTHBKNB4R99,268.2
ID_TY66I8PV70BN,133.9
ID_6MMECMX3B728,503.0
ID_GZ9YGWCLLMKN,266.6
ID_01YVA2LJVYBR,219.9
ID_YQRL2IOUU4SZ,228.7
ID_VAX2N8ELPEZE,203.3
